,ALL SHARE rt,HEALTHCARE rt,MANUFACTURING rt,MOTORS rt,PLANTATIONS rt,SERVICES rt,TELECOMUNICATION rt,TRADING rt,CONSTRUCTION/ENG rt,DIVERS HOLDINGS rt,INFO TECHNOLOGY rt,INVESTMENT TRUST rt,OIL PALMS rt,CHEMICALS & PHARMACEUTICAL rt,FOOTWEAR & TEXTILES rt,HOTELS & TRAVELS rt,LAND & PROPERTY rt,POWER & ENERGY rt,STORES & SUPPLIES rt,BANKS FINANCE & INS rt,BEVERAGES FOOD & TOBACCO rt,S&P SRI LANKA rt,MSCI SRI LANKA rt,ALL SHARE pt,HEALTHCARE pt,MANUFACTURING pt,MILANKA pt,MOTORS pt,PLANTATIONS pt,SERVICES pt,TELECOMUNICATION pt,TRADING pt,CONSTRUCTION/ENG pt,DIVERS HOLDINGS pt,INFO TECHNOLOGY pt,INVESTMENT TRUST pt,OIL PALMS pt,CHEMICALS & PHARMACEUTICAL pt,FOOTWEAR & TEXTILES pt,HOTELS & TRAVELS pt,LAND & PROPERTY pt,POWER & ENERGY pt,STORES & SUPPLIES pt,BANKS FINANCE & INS pt,BEVERAGES FOOD & TOBACCO pt,S&P SRI LANKA pt,MSCI SRI LANKA pt,Monday Dummy,Tuesday Dummy,Wednesday Dummy,Thursday Dummy,Friday Dummy,MSCI World Index,Du,Dd,ALL SHARE %,HEALTHCARE %,MANUFACTURING %,MOTORS %,PLANTATIONS %,SERVICES %,TELECOMUNICATION %,TRADING %,CONSTRUCTION/ENG %,DIVERS HOLDINGS %,INFO TECHNOLOGY %,INVESTMENT TRUST %,OIL PALMS %,CHEMICALS & PHARMACEUTICAL %,FOOTWEAR & TEXTILES %,HOTELS & TRAVELS %,LAND & PROPE%Y %,POWER & ENERGY %,STORES & SUPPLIES %,BANKS FINANCE & INS %,BEVERAGES FOOD & TOBACCO %
2013-07-03,-0.003723056,-0.022719336,-0.004478262,-0.01311468,0.005400717,-0.013551568,-0.005804513,-0.003897893,-0.007021821,-0.01469639,-0.081239596,-0.00590026,-0.003516867,-0.006144445,-0.028595083,0.004998424,-0.004098908,-0.008827741,0.000112548,-0.001429525,0.007179429,-0.009237852,-0.021271512,8.718985621,6.504273203,8.037449481,8.05933313,9.696746861,6.649437815,10.10324251,5.051905188,9.679415445,7.936853132,7.592088733,3.914021008,9.854359281,11.50795755,8.918643585,6.752644138,8.139624339,6.403243017,4.725439018,10.04770001,9.49308402,9.861489867,5.559450104,6.544777658,0,0,1,0,0,-0.01182,0,1,-0.3723056,-2.2719336,-0.4478262,-1.311468,0.5400717,-1.3551568,-0.5804513,-0.3897893,-0.7021821,-1.469639,-8.1239596,-0.590026,-0.3516867,-0.6144445,-2.8595083,0.4998424,-0.4098908,-0.8827741,0.0112548,-0.1429525,0.7179429
2013-07-04,-0.007349633,-0.01520506,-0.000290861,-0.005823395,-0.017567799,-0.001674478,-0.000639918,-0.008942503,0.002230817,-0.018285153,0.041444555,0.011722311,-0.006283238,-0.007638251,-0.018480632,-0.008311299,-0.020462998,-0.005156025,-0.000439874,-0.005687835,-0.001094071,-0.011230417,-0.016837284,8.711635988,6.489068144,8.03715862,8.05933313,9.690923466,6.631870016,10.10156803,5.05126527,9.670472942,7.939083949,7.573803579,3.955465563,9.866081592,11.50167431,8.911005333,6.734163506,8.13131304,6.38278002,4.720282993,10.04726014,9.487396185,9.860395797,5.548219687,6.527940374,0,0,0,1,0,0.00827,1,0,-0.7349633,-1.520506,-0.0290861,-0.5823395,-1.7567799,-0.1674478,-0.0639918,-0.8942503,0.2230817,-1.8285153,4.1444555,1.1722311,-0.6283238,-0.7638251,-1.8480632,-0.8311299,-2.0462998,-0.5156025,-0.0439874,-0.5687835,-0.1094071
2013-07-05,-0.004123309,-0.005838476,-0.006765329,0.006794358,-0.00389478,-0.018635139,-0.003269967,-0.009864283,-0.003292648,-0.006840603,0,-0.008341163,-0.010660254,-0.008473554,0.009035475,-0.004407716,-0.002233844,-0.003213715,0.046272816,-0.001977333,-0.002303179,-0.00758379,-0.013810075,8.707512679,6.483229668,8.030393291,8.05933313,9.697717824,6.627975236,10.08293289,5.047995303,9.660608659,7.9357913,7.566962976,3.955465563,9.857740429,11.49101405,8.90253178,6.743198981,8.126905324,6.380546176,4.717069278,10.09353295,9.485418852,9.858092618,5.540635897,6.514130299,0,0,0,0,1,-0.02022,0,1,-0.4123309,-0.5838476,-0.6765329,0.6794358,-0.389478,-1.8635139,-0.3269967,-0.9864283,-0.3292648,-0.6840603,0,-0.8341163,-1.0660254,-0.8473554,0.9035475,-0.4407716,-0.2233844,-0.3213715,4.6272816,-0.1977333,-0.2303179
2013-07-08,-0.008724862,-0.014987611,-0.005914068,-0.015738286,-0.00730221,-0.011681316,-0.00386076,0.001726018,0.003278387,-0.019308351,-0.052685139,-0.019315268,0.000215242,-0.00960031,-0.0083101,-0.007765774,-0.00533398,0.003213715,0.019316417,-0.005498771,-0.006726598,-0.01370994,-0.021717752,8.698787817,6.468242057,8.024479224,8.05933313,9.681979538,6.620673027,10.07125158,5.044134543,9.662334677,7.939069687,7.547654625,3.902780424,9.838425161,11.4912293,8.89293147,6.734888881,8.11913955,6.375212196,4.720282993,10.11284937,9.479920081,9.851366021,5.526925957,6.492412547,1,0,0,0,0,0.00051,1,0,-0.8724862,-1.4987611,-0.5914068,-1.5738286,-0.730221,-1.1681316,-0.386076,0.1726018,0.3278387,-1.9308351,-5.2685139,-1.9315268,0.0215242,-0.960031,-0.83101,-0.7765774,-0.533398,0.3213715,1.9316417,-0.5498771,-0.6726598
2013-07-09,-0.002585215,0.01177183,-0.006176497,-0.004346709,-0.002080916,-0.010010984,0.001288577,0.00558053,-0.003564595,-0.002164457,0.031199749,0.001462097,-0.001095295,-0.002677912,0.007401958,0.002872471,0.002279766,-0.003034904,-0.008798901,-0.006381946,-0.003553453,-0.001074691,0.002387643,8.696202602,6.480013887,8.018302726,8.05933313,9.677632829,6.61859211,10.06124059,5.04542312,9.667915208,7.935505092,7.545490167,3.933980173,9.839887258,11.490134,8.890253558,6.742290839,8.122012022,6.377491961,4.717248089,10.10405047,9.473538135,9.847812567,5.525851266,6.494800191,0,1,0,0,0,0.00121,1,0,-0.2585215,1.177183,-0.6176497,-0.4346709,-0.2080916,-1.0010984,0.1288577,0.558053,-0.3564595,-0.2164457,3.1199749,0.1462097,-0.1095295,-0.2677912,0.7401958,0.2872471,0.2279766,-0.3034904,-0.8798901,-0.6381946,-0.3553453
2013-07-10,0.005983574,-0.015721577,-0.001776928,-0.0038069,-0.009296777,0.024955941,0.02824957,0.001137789,-0.001460936,0.010990075,0.099729351,0.000612038,0.002984086,0.008681559,-0.005406921,-0.002158043,0.000169924,-0.000357654,-0.084923511,0.006461367,0.004824751,0.007933401,0.011901236,8.702186177,6.46429231,8.016525798,8.05933313,9.67382593,6.609295333,10.08619653,5.073672689,9.669052997,7.934044156,7.556480242,4.033709524,9.840499296,11.49311809,8.898935117,6.736883918,8.119853979,6.377661885,4.716890436,10.01912696,9.479999503,9.852637318,5.533784668,6.506701427,0,0,1,0,0,0.01236,1,0,0.5983574,-1.5721577,-0.1776928,-0.38069,-0.9296777,2.4955941,2.824957,0.1137789,-0.1460936,1.0990075,9.9729351,0.0612038,0.2984086,0.8681559,-0.5406921,-0.2158043,0.0169924,-0.0357654,-8.4923511,0.6461367,0.4824751
2013-07-11,0.007671564,0.019762605,0.008738759,0.015589303,0.014384694,0.032442316,0.006302083,-0.00951903,0.007592872,0.012802543,-0.028196175,0.020159041,0.003344505,-0.010537054,0.02653899,-0.001745295,-0.000628861,0.000447047,-0.014028211,0.007782436,0.005863852,0.011392777,0.022742229,8.709857741,6.484054915,8.025264556,8.05933313,9.689415233,6.623680027,10.11863885,5.079974772,9.659533967,7.941637028,7.569282785,4.005513349,9.860658337,11.49646259,8.888398063,6.763422908,8.118108684,6.377033024,4.717337483,10.00509875,9.487781939,9.85850117,5.545177444,6.529443655,0,0,0,1,0,-0.01318,0,1,0.7671564,1.9762605,0.8738759,1.5589303,1.4384694,3.2442316,0.6302083,-0.951903,0.7592872,1.2802543,-2.8196175,2.0159041,0.3344505,-1.0537054,2.653899,-0.1745295,-0.0628861,0.0447047,-1.4028211,0.7782436,0.5863852
2013-07-12,-0.005564429,-0.005821808,-0.003453522,-0.012493958,-0.024762363,-0.00410543,-0.00567634,-0.002871933,-0.000736412,-0.008754504,-0.039381017,-0.002868186,0.002690365,-0.009251483,-0.030092447,-0.009644923,-0.005746015,-0.000178795,0.038653664,-0.001912798,-0.006713837,-0.004149221,-0.007524402,8.704293313,6.478233106,8.021811034,8.05933313,9.676921275,6.598917664,10.11453342,5.074298432,9.656662034,7.940900616,7.560528281,3.966132331,9.857790151,11.49915296,8.87914658,6.733330461,8.108463761,6.371287008,4.717158688,10.04375241,9.485869141,9.851787333,5.541028223,6.521919254,0,0,0,0,1,0.00331,1,0,-0.5564429,-0.5821808,-0.3453522,-1.2493958,-2.4762363,-0.410543,-0.567634,-0.2871933,-0.0736412,-0.8754504,-3.9381017,-0.2868186,0.2690365,-0.9251483,-3.0092447,-0.9644923,-0.5746015,-0.0178795,3.8653664,-0.1912798,-0.6713837
2013-07-15,-0.002248435,-0.012835162,0.000590631,-0.006676854,0.001728044,-0.011042805,-0.012083218,0.0036457,-0.012123487,-0.000364487,0.018955245,-0.006759728,-0.006456323,0.00992598,0.005082663,0.001368526,-0.009397484,-0.010244518,0.045604563,-0.001341595,-0.001382043,-0.000274612,-0.000239776,8.702044878,6.465397945,8.022401665,8.05933313,9.670244422,6.600645709,10.10349062,5.062215214,9.660307734,7.928777128,7.560163795,3.985087576,9.851030423,11.49269663,8.88907256,6.738413124,8.109832287,6.361889525,4.70691417,10.08935697,9.484527547,9.85040529,5.540753611,6.521679477,1,0,0,0,0,-0.02642,0,1,-0.2248435,-1.2835162,0.0590631,-0.6676854,0.1728044,-1.1042805,-1.2083218,0.36457,-1.2123487,-0.0364487,1.8955245,-0.6759728,-0.6456323,0.992598,0.5082663,0.1368526,-0.9397484,-1.0244518,4.5604563,-0.1341595,-0.1382043
2013-07-16,-0.001255942,0.001493002,-0.00190768,-0.002676058,0.018079923,-0.005158169,0.01270857,-0.0036809,0.007500538,-0.006924385,0,-0.005667339,-0.001364538,-0.007684967,-0.001303828,-0.002705775,-0.01427267,-0.011811876,0.045151025,-0.000476753,0.000416974,-0.006336982,-0.006923825,8.700788936,6.466890947,8.020493985,8.05933313,9.667568364,6.618725632,10.09833245,5.074923784,9.656626835,7.936277666,7.55323941,3.985087576,9.845363084,11.4913321,8.881387593,6.737109297,8.107126512,6.347616854,4.695102293,10.134508,9.484050794,9.850822265,5.534416629,6.514755653,0,1,0,0,0,0.018,1,0,-0.1255942,0.1493002,-0.190768,-0.2676058,1.8079923,-0.5158169,1.270857,-0.36809,0.7500538,-0.6924385,0,-0.5667339,-0.1364538,-0.7684967,-0.1303828,-0.2705775,-1.427267,-1.1811876,4.5151025,-0.0476753,0.0416974
2013-07-17,-0.00422019,-0.00756569,-0.000197214,-0.007402198,0.003358884,-0.020015501,-0.011443067,-0.013336546,0.000796985,-0.000681964,-0.029622013,-0.004227645,-0.020267604,0.000530653,-0.032891039,-0.005248785,0.007344316,-0.006050624,-0.014768589,-0.001228285,-0.006103775,-0.003758139,-0.003160409,8.696568746,6.459325257,8.020296771,8.05933313,9.660166166,6.622084516,10.07831695,5.063480717,9.643290288,7.937074651,7.552557446,3.955465563,9.841135439,11.47106449,8.881918246,6.704218257,8.101877727,6.35496117,4.68905167,10.11973941,9.482822508,9.844718489,5.53065849,6.511595244,0,0,1,0,0,0.01765,1,0,-0.422019,-0.756569,-0.0197214,-0.7402198,0.3358884,-2.0015501,-1.1443067,-1.3336546,0.0796985,-0.0681964,-2.9622013,-0.4227645,-2.0267604,0.0530653,-3.2891039,-0.5248785,0.7344316,-0.6050624,-1.4768589,-0.1228285,-0.6103775
2013-07-18,0.000518057,0.012758252,0.009110011,-0.000118627,0.00755611,0.001826979,-0.010233032,0.000191965,0,0.007616764,-0.010781776,-0.002969648,-0.006316131,0.001633254,-0.001410585,-0.004871481,0.007687551,0.006598869,-0.03485281,-0.005842409,0.002636182,0.001544524,0.009965059,8.697086803,6.472083509,8.029406782,8.05933313,9.66004754,6.629640626,10.08014393,5.053247685,9.643482254,7.937074651,7.560174211,3.944683788,9.838165791,11.46474836,8.8835515,6.702807673,8.097006247,6.362648721,4.695650539,10.0848866,9.476980099,9.847354671,5.532203014,6.521560303,0,0,0,1,0,0.01863,1,0,0.0518057,1.2758252,0.9110011,-0.0118627,0.755611,0.1826979,-1.0233032,0.0191965,0,0.7616764,-1.0781776,-0.2969648,-0.6316131,0.1633254,-0.1410585,-0.4871481,0.7687551,0.6598869,-3.485281,-0.5842409,0.2636182
2013-07-19,0.009247969,0.003549496,0.012910128,0.016086362,-0.00096453,0.018615959,0.019798869,0.01764325,0.004462797,0.018906885,0.062831199,0.004752419,0.003672606,0.019135358,0.022394022,0.005462097,0.009954088,-0.002652643,0.003151273,0.004409788,0.003454417,0.013677308,0.028782617,8.706334772,6.475633005,8.04231691,8.05933313,9.676133901,6.628676095,10.09875988,5.073046554,9.661125503,7.941537448,7.579081096,4.007514987,9.84291821,11.46842097,8.902686858,6.725201695,8.102468344,6.372602809,4.692997896,10.08803787,9.481389887,9.850809089,5.545880322,6.55034292,0,0,0,0,1,-0.01673,0,1,0.9247969,0.3549496,1.2910128,1.6086362,-0.096453,1.8615959,1.9798869,1.764325,0.4462797,1.8906885,6.2831199,0.4752419,0.3672606,1.9135358,2.2394022,0.5462097,0.9954088,-0.2652643,0.3151273,0.4409788,0.3454417
2013-07-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.706334772,6.475633005,8.04231691,8.05933313,9.676133901,6.628676095,10.09875988,5.073046554,9.661125503,7.941537448,7.579081096,4.007514987,9.84291821,11.46842097,8.902686858,6.725201695,8.102468344,6.372602809,4.692997896,10.08803787,9.481389887,9.850809089,5.545880322,6.55034292,1,0,0,0,0,0.01535,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-23,0.007122328,0.005009538,-0.000871816,-0.002240661,0.00774279,0.030744687,0.016276684,0.018202357,0.00099535,0.018566071,-0.041382656,0.014648433,-0.002242517,-0.001558677,0.007104358,-0.002771345,0.022341543,0.011927123,-0.017127112,0.006682974,-0.00177825,0.013146093,0.026690557,8.7134571,6.480642543,8.041445094,8.05933313,9.67389324,6.636418885,10.12950457,5.089323238,9.67932786,7.942532799,7.597647167,3.966132331,9.857566643,11.46617845,8.901128181,6.732306054,8.099696999,6.394944352,4.704925019,10.07091076,9.488072861,9.849030839,5.559026416,6.577033477,0,1,0,0,0,0.00044,1,0,0.7122328,0.5009538,-0.0871816,-0.2240661,0.774279,3.0744687,1.6276684,1.8202357,0.099535,1.8566071,-4.1382656,1.4648433,-0.2242517,-0.1558677,0.7104358,-0.2771345,2.2341543,1.1927123,-1.7127112,0.6682974,-0.177825
2013-07-24,-0.000838583,-0.007585527,-0.011247074,-0.00130864,-0.003850733,-0.015796613,0.003751888,0.000385317,-0.003883915,-0.002551534,-0.0193215,-0.005066642,0.000917711,-0.005095895,-0.008125116,0.0015837,-0.005576549,-0.000181028,0.011461198,0.003025417,-0.001124709,0.003000464,-0.000689264,8.712618518,6.473057016,8.03019802,8.05933313,9.6725846,6.632568152,10.11370796,5.093075126,9.679713177,7.938648884,7.595095633,3.946810831,9.852500001,11.46709616,8.896032286,6.724180938,8.101280699,6.389367803,4.704743991,10.08237196,9.491098278,9.84790613,5.56202688,6.576344213,0,0,1,0,0,0.02122,1,0,-0.0838583,-0.7585527,-1.1247074,-0.130864,-0.3850733,-1.5796613,0.3751888,0.0385317,-0.3883915,-0.2551534,-1.93215,-0.5066642,0.0917711,-0.5095895,-0.8125116,0.15837,-0.5576549,-0.0181028,1.1461198,0.3025417,-0.1124709
2013-07-25,-0.006763909,0.012356543,-0.001068157,-0.008408726,-0.026391051,0.004363012,-0.020028572,-0.026852147,0.006148198,-0.007724307,0.010758989,-0.000404169,-0.001361891,-0.017647765,0.00733823,-0.002087854,-0.005067564,-0.004263625,0.006685618,-0.005020386,-0.009281951,-0.007518108,-0.009137467,8.705854609,6.485413559,8.029129863,8.05933313,9.664175874,6.606177101,10.11807097,5.073046554,9.65286103,7.944797082,7.587371325,3.95756982,9.852095832,11.46573427,8.878384521,6.731519168,8.099192844,6.384300239,4.700480366,10.08905758,9.486077891,9.838624179,5.554508772,6.567206746,0,0,0,1,0,0.00427,1,0,-0.6763909,1.2356543,-0.1068157,-0.8408726,-2.6391051,0.4363012,-2.0028572,-2.6852147,0.6148198,-0.7724307,1.0758989,-0.0404169,-0.1361891,-1.7647765,0.733823,-0.2087854,-0.5067564,-0.4263625,0.6685618,-0.5020386,-0.9281951
2013-07-26,0.002251461,0.002529178,0.006514914,0.00137487,0.008481472,-0.000824969,0,-0.008815417,0.009733184,0.005262039,0.018929204,-0.001583514,0.000306587,-0.008890739,-0.004770311,0.000364475,-0.001587838,0.020426319,0.012000096,0.003199426,-0.001993031,0.002473718,0.001427191,8.70810607,6.487942737,8.035644777,8.05933313,9.665550744,6.614658574,10.117246,5.073046554,9.644045614,7.954530266,7.592633365,3.976499025,9.850512318,11.46604086,8.869493782,6.726748857,8.099557319,6.382712401,4.720906684,10.10105767,9.489277317,9.836631147,5.55698249,6.568633937,0,0,0,0,1,0.01246,1,0,0.2251461,0.2529178,0.6514914,0.137487,0.8481472,-0.0824969,0,-0.8815417,0.9733184,0.5262039,1.8929204,-0.1583514,0.0306587,-0.8890739,-0.4770311,0.0364475,-0.1587838,2.0426319,1.2000096,0.3199426,-0.1993031
2013-07-29,0.000850629,0.000197798,-0.002830039,-0.001695056,-0.006280152,-0.004964157,-0.012732602,0.008916913,-0.003189268,-0.003636496,0.020783825,-0.005888751,-0.000340658,0.01199663,-0.004696846,-0.004437391,-0.011938511,-0.003301069,-0.012571733,-0.006467754,0.022896158,-0.001506693,-0.001576208,8.708956699,6.488140535,8.032814738,8.05933313,9.663855688,6.608378422,10.11228184,5.060313952,9.652962527,7.951340997,7.588996868,3.997282849,9.844623567,11.4657002,8.881490412,6.722052011,8.095119928,6.370773889,4.717605615,10.08848594,9.482809563,9.859527306,5.555475796,6.567057728,1,0,0,0,0,-0.01813,0,1,0.0850629,0.0197798,-0.2830039,-0.1695056,-0.6280152,-0.4964157,-1.2732602,0.8916913,-0.3189268,-0.3636496,2.0783825,-0.5888751,-0.0340658,1.199663,-0.4696846,-0.4437391,-1.1938511,-0.3301069,-1.2571733,-0.6467754,2.2896158
2013-07-30,-0.000237773,0.001049198,-0.003225558,-0.002913057,-0.001998542,0.003212678,-0.005789373,-0.017481879,-0.001748388,-0.008052248,0,-0.046892164,-0.000836415,-0.014645079,0.000288934,-0.006466018,-0.004337807,0.003211994,-0.014088362,0.004538866,0.012484544,-0.001237959,-0.003117579,8.708718926,6.489189734,8.02958918,8.05933313,9.660942631,6.606379879,10.11549452,5.05452458,9.635480648,7.94959261,7.58094462,3.997282849,9.797731403,11.46486379,8.866845333,6.722340944,8.08865391,6.366436083,4.72081761,10.07439758,9.487348429,9.872011849,5.554237837,6.563940149,0,1,0,0,0,0.01516,1,0,-0.0237773,0.1049198,-0.3225558,-0.2913057,-0.1998542,0.3212678,-0.5789373,-1.7481879,-0.1748388,-0.8052248,0,-4.6892164,-0.0836415,-1.4645079,0.0288934,-0.6466018,-0.4337807,0.3211994,-1.4088362,0.4538866,1.2484544
2013-07-31,-0.003020006,-0.000851439,-0.002948508,-0.019707899,-0.014939371,-0.005725182,0.007690634,-0.007203267,-0.011332591,-0.009738772,-0.031150518,0.001026546,0.003970075,-0.010986598,-0.004149384,-0.004190144,-0.005634594,-0.001158697,0.005491962,-0.000541393,-0.000651389,-0.002558141,-0.008401197,8.70569892,6.488338295,8.026640672,8.05933313,9.641234732,6.591440509,10.10976934,5.062215214,9.628277382,7.938260018,7.571205848,3.966132331,9.798757949,11.46883386,8.855858735,6.718191561,8.084463767,6.360801489,4.719658912,10.07988954,9.486807036,9.87136046,5.551679696,6.555538952,0,0,1,0,0,-0.02696,0,1,-0.3020006,-0.0851439,-0.2948508,-1.9707899,-1.4939371,-0.5725182,0.7690634,-0.7203267,-1.1332591,-0.9738772,-3.1150518,0.1026546,0.3970075,-1.0986598,-0.4149384,-0.4190144,-0.5634594,-0.1158697,0.5491962,-0.0541393,-0.0651389
2013-08-01,0.019581036,0.023332738,0.002593451,0.013263117,0.009708085,0.016627336,0.005745147,0.010470888,0.004031144,0.011573373,-0.008562511,0.043255715,0.02725191,-0.021834947,-0.005101712,0.018479846,0.013337078,0.017766853,0.008199053,0.005828424,0.052223794,0.012917336,0.022145756,8.725279956,6.511671033,8.029234124,8.05933313,9.654497849,6.601148594,10.12639668,5.067960361,9.63874827,7.942291162,7.582779221,3.95756982,9.842013664,11.49608577,8.834023788,6.713089849,8.102943613,6.374138567,4.737425765,10.08808859,9.492635461,9.923584254,5.564597033,6.577684708,0,0,0,1,0,-0.02069,0,1,1.9581036,2.3332738,0.2593451,1.3263117,0.9708085,1.6627336,0.5745147,1.0470888,0.4031144,1.1573373,-0.8562511,4.3255715,2.725191,-2.1834947,-0.5101712,1.8479846,1.3337078,1.7766853,0.8199053,0.5828424,5.2223794
2013-08-02,-0.000126701,-0.014323054,-0.001659686,0.016987026,-0.005969353,-0.014807335,0.003832746,0.00028729,-0.002989752,0.001002511,-0.021634995,-0.000282905,0.002709736,0.003664686,0.018906293,0.005074598,-0.00514553,0.003934775,-0.001147208,-0.004378544,0.001032007,0.002563564,0.003865249,8.725153255,6.497347978,8.027574437,8.05933313,9.671484875,6.59517924,10.11158934,5.071793107,9.63903556,7.93930141,7.583781733,3.935934825,9.841730759,11.49879551,8.837688474,6.731996142,8.10801821,6.368993037,4.74136054,10.08694138,9.488256916,9.924616261,5.567160597,6.581549957,0,0,0,0,1,0.01369,1,0,-0.0126701,-1.4323054,-0.1659686,1.6987026,-0.5969353,-1.4807335,0.3832746,0.028729,-0.2989752,0.1002511,-2.1634995,-0.0282905,0.2709736,0.3664686,1.8906293,0.5074598,-0.514553,0.3934775,-0.1147208,-0.4378544,0.1032007
2013-08-05,-0.006787312,-0.003200872,-0.007497935,-0.005374188,-0.006183989,-0.009328392,-0.00320342,-0.000472346,0.002140006,8.14E-05,0,-0.001966593,-0.02451077,-0.003564164,-0.010281327,-0.021641782,-0.022935712,0.000610687,-0.021071837,-0.009152036,-0.005022119,-0.004480963,0.003418216,8.718365943,6.494147106,8.020076503,8.05933313,9.666110686,6.588995251,10.10226095,5.068589687,9.638563214,7.941441416,7.583863111,3.935934825,9.839764166,11.47428474,8.834124309,6.721714816,8.086376429,6.346057325,4.741971227,10.06586955,9.47910488,9.919594142,5.562679634,6.584968172,1,0,0,0,0,-0.00621,0,1,-0.6787312,-0.3200872,-0.7497935,-0.5374188,-0.6183989,-0.9328392,-0.320342,-0.0472346,0.2140006,0.00814,0,-0.1966593,-2.451077,-0.3564164,-1.0281327,-2.1641782,-2.2935712,0.0610687,-2.1071837,-0.9152036,-0.5022119
2013-08-06,0.001188333,-0.015652825,0.004468189,-0.00842713,-0.001045867,-0.026019127,-0.010816387,0.001477538,0.005077063,-0.001929426,-0.010995595,-0.002192616,0.004947535,0.003070505,-0.013716206,0.000655192,-3.51E-05,-0.005158932,0.004195014,0.001680099,0.008766982,0.001725825,0.00413298,8.719554276,6.478494281,8.024544692,8.05933313,9.657683557,6.587949384,10.07624182,5.057773301,9.640040752,7.946518478,7.581933684,3.924939231,9.83757155,11.47923227,8.837194815,6.70799861,8.087031621,6.346022251,4.736812295,10.07006456,9.480784979,9.928361124,5.564405458,6.589101153,0,1,0,0,0,-0.00532,0,1,0.1188333,-1.5652825,0.4468189,-0.842713,-0.1045867,-2.6019127,-1.0816387,0.1477538,0.5077063,-0.1929426,-1.0995595,-0.2192616,0.4947535,0.3070505,-1.3716206,0.0655192,-0.00351,-0.5158932,0.4195014,0.1680099,0.8766982
2013-08-07,0.0049441,0.017797938,0.000320731,-0.003987735,-0.007657048,0.001304915,0.011445318,0.000800046,0.007249679,-0.007770556,-0.033527179,-0.013124499,-0.000313536,0.000119081,0.009128709,0.007139233,0.006972932,0.000262962,-0.008658295,-0.001065772,0.024664884,-0.003031759,-0.004739411,8.724498375,6.496292219,8.024865423,8.05933313,9.653695822,6.580292337,10.07754674,5.069218618,9.640840798,7.953768158,7.574163129,3.891412052,9.824447051,11.47891874,8.837313896,6.717127319,8.094170853,6.352995183,4.737075257,10.06140627,9.479719207,9.953026008,5.561373699,6.584361742,0,0,1,0,0,-0.00924,0,1,0.49441,1.7797938,0.0320731,-0.3987735,-0.7657048,0.1304915,1.1445318,0.0800046,0.7249679,-0.7770556,-3.3527179,-1.3124499,-0.0313536,0.0119081,0.9128709,0.7139233,0.6972932,0.0262962,-0.8658295,-0.1065772,2.4664884
2013-08-08,2.11E-05,-0.00164619,0.001347255,-0.001374565,0.001400337,0.012124074,0.018254253,-0.004303711,0.006558962,-0.00484938,0.013384909,-0.008292927,0,0.011092011,-0.000944253,-0.010431835,0.00113135,0.010375436,0.013742472,-0.000547069,0.001897254,-0.002694071,-0.008089964,8.724519507,6.494646029,8.026212678,8.05933313,9.652321256,6.581692674,10.08967081,5.087472871,9.636537088,7.96032712,7.569313748,3.90479696,9.816154124,11.47891874,8.848405907,6.716183067,8.083739018,6.354126533,4.747450693,10.07514874,9.479172139,9.954923262,5.558679628,6.576271778,0,0,0,1,0,0.01009,1,0,0.00211,-0.164619,0.1347255,-0.1374565,0.1400337,1.2124074,1.8254253,-0.4303711,0.6558962,-0.484938,1.3384909,-0.8292927,0,1.1092011,-0.0944253,-1.0431835,0.113135,1.0375436,1.3742472,-0.0547069,0.1897254
2013-08-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.724519507,6.494646029,8.026212678,8.05933313,9.652321256,6.581692674,10.08967081,5.087472871,9.636537088,7.96032712,7.569313748,3.90479696,9.816154124,11.47891874,8.848405907,6.716183067,8.083739018,6.354126533,4.747450693,10.07514874,9.479172139,9.954923262,5.558679628,6.576271778,0,0,0,0,1,-0.0275,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-12,-0.003530327,0.007349099,-0.008315169,-0.001668072,0.001370707,-0.013967173,-0.006876285,-0.003769612,0.006637585,-0.005988553,-0.022614797,-0.003937918,0.000301952,-0.00324079,-0.005903592,-0.013104842,0.001755408,0.006139498,-0.022905031,-0.000837228,-0.002463657,-0.005487512,-0.005449041,8.72098918,6.501995127,8.017897508,8.05933313,9.650653184,6.583063381,10.07570364,5.080596585,9.632767475,7.966964705,7.563325195,3.882182163,9.812216206,11.47922069,8.845165117,6.710279474,8.070634177,6.355881941,4.753590191,10.05224371,9.478334911,9.952459605,5.553192116,6.570822736,1,0,0,0,0,-0.00986,0,1,-0.3530327,0.7349099,-0.8315169,-0.1668072,0.1370707,-1.3967173,-0.6876285,-0.3769612,0.6637585,-0.5988553,-2.2614797,-0.3937918,0.0301952,-0.324079,-0.5903592,-1.3104842,0.1755408,0.6139498,-2.2905031,-0.0837228,-0.2463657
